Platform,Congress,MemberICPSR,MemberName,MemberParty,MemberChamber,MemberState,MemberDistrict,n_messages,n_scored,mean_partisan_score,mean_partisan_extremity,p_Advertising,p_PositionTaking,p_CreditClaiming,p_NegativePartisan,p_Bipartisan,p_ConstituentService,p_CreditConstituent,p_CreditPolicy,mean_likes,mean_shares,mean_replies,mean_quotes,n_newsletters
Facebook,111,2605,"Dingell, John",Democrat,House,MI,15,459,252,-0.0609,0.5305,0.1699,0.2505,0.037,0.024,0.0218,0.0871,0.0153,0.0218,3.9673,0.0392,1.2614,,
Facebook,111,4812,"INOUYE, Daniel Ken",Democrat,Senate,HI,S,3,1,0.4525,0.2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
Facebook,111,10713,"Conyers, John",Other,House,MI,14,61,58,-0.0305,0.5152,0.2951,0.6885,0.2459,0.0328,0.0164,0.1311,0.0164,0.2295,11.8197,0.0,4.2787,,
Facebook,111,13035,"Rangel, Charles",Democrat,House,NY,15,204,200,-0.0606,0.5303,0.2255,0.4118,0.0686,0.0196,0.0049,0.0784,0.0147,0.0441,6.6324,0.0147,4.6422,,
Facebook,111,14066,"Young, Don",Republican,House,AK,1,156,130,0.2237,0.6119,0.3397,0.2885,0.0833,0.0385,0.0064,0.0769,0.0256,0.0705,6.3974,0.0,1.641,,
Facebook,111,14226,"GRASSLEY, Charles Ernest",Republican,Senate,IA,S,66,12,-0.0368,0.4816,0.0758,0.0152,0.0,0.0,0.0,0.1061,0.0,0.0,2.1212,0.0,2.3485,,
Facebook,111,14230,"HARKIN, Thomas Richard (Tom)",Democrat,Senate,IA,S,95,93,-0.1378,0.5689,0.7895,0.4211,0.0737,0.0,0.0211,0.0,0.0,0.0526,4.4316,0.0211,4.1158,,
Facebook,111,14256,"Miller, George",Democrat,House,CA,7,183,174,-0.1117,0.5558,0.2678,0.4973,0.1311,0.1038,0.0219,0.1257,0.0219,0.082,13.8798,0.0,5.7268,,
Facebook,111,14400,"AKAKA, Daniel Kahikina",Other,Senate,HI,S,123,107,-0.0861,0.5431,0.2439,0.3821,0.1138,0.0,0.0081,0.0732,0.0407,0.065,6.6585,0.0081,1.7561,,
Facebook,111,14435,"Markey, Edward",Democrat,House,MA,7,27,24,-0.283,0.6415,0.1852,0.1111,0.1111,0.0,0.0,0.0,0.0,0.037,1.9259,0.0,0.5926,,
Facebook,111,14659,,Other,House,,,544,283,0.2104,0.6052,0.0882,0.0956,0.0147,0.0092,0.0,0.0368,0.0018,0.0074,4.4467,0.0239,2.7996,,
Facebook,111,14824,"Frank, Barney",Other,House,MA,4,20,20,0.4089,0.2956,0.15,0.85,0.0,0.25,0.0,0.05,0.0,0.0,383.4,0.4,124.3,,
Facebook,111,14854,"Rogers, Harold",Other,House,KY,5,312,304,0.3076,0.6538,0.3365,0.5128,0.0481,0.0705,0.0,0.1635,0.0096,0.0417,3.1795,0.0192,1.6538,,
Facebook,111,14858,"SCHUMER, Charles Ellis (Chuck)",Other,Senate,NY,S,42,31,-0.1577,0.5789,0.1667,0.4048,0.1667,0.0238,0.0,0.0476,0.0238,0.0952,39.0238,0.119,18.9048,,
Facebook,111,14863,"Smith, Christopher",Other,House,NJ,4,2,2,0.1181,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,,
Facebook,111,14869,"Wolf, Frank",Republican,House,VA,10,78,78,0.2718,0.6359,0.3077,0.7051,0.4487,0.1154,0.1538,0.2179,0.0128,0.4359,8.1667,0.1154,6.4744,,
Facebook,111,14871,"WYDEN, Ronald Lee",Other,Senate,OR,S,166,160,-0.0486,0.5243,0.259,0.5964,0.2771,0.0482,0.1024,0.1446,0.006,0.2289,85.6988,0.0,31.8373,,
Facebook,111,14873,"Hoyer, Steny",Democrat,House,MD,5,133,124,0.1837,0.4082,0.2782,0.7293,0.0752,0.3008,0.0827,0.0451,0.0,0.0451,13.4586,0.0,19.4511,,
Facebook,111,14914,"LAUTENBERG, Frank Raleigh",Democrat,Senate,NJ,S,151,148,-0.1483,0.5742,0.2185,0.6225,0.245,0.0662,0.0,0.1589,0.0662,0.106,12.3775,0.0,2.6954,,
Facebook,111,14920,"KERRY, John Forbes",Other,Senate,MA,S,182,103,-0.0363,0.5181,0.1538,0.1978,0.0549,0.011,0.011,0.1319,0.0165,0.0275,26.4396,0.0055,7.3901,,
Facebook,111,15000,"Ackerman, Gary",Democrat,House,NY,5,87,87,0.0161,0.4919,0.2989,0.7816,0.4828,0.0575,0.0,0.1034,0.023,0.4138,3.6092,0.0,1.8966,,
Facebook,111,15015,"CARPER, Thomas Richard",Other,Senate,DE,S,250,234,0.045,0.4775,0.528,0.476,0.184,0.0,0.036,0.06,0.028,0.072,2.284,0.004,0.852,,
Facebook,111,15019,"Cooper, Jim",Other,House,TN,5,39,34,-0.0226,0.5113,0.2051,0.2308,0.0513,0.0,0.0,0.1795,0.0256,0.0256,4.5128,0.0,5.0,,
Facebook,111,15021,"DURBIN, Richard Joseph",Other,Senate,IL,S,4,4,0.1172,0.4414,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,27.25,0.0,79.0,,
Facebook,111,15033,"Levin, Sander",Democrat,House,MI,12,25,22,-0.0559,0.528,0.36,0.12,0.0,0.04,0.0,0.48,0.0,0.0,4.72,0.0,2.88,,
Facebook,111,15039,"McCAIN, John Sidney, III",Republican,Senate,AZ,S,182,153,0.2696,0.6348,0.3901,0.2637,0.022,0.011,0.0055,0.0989,0.011,0.0165,276.9505,0.011,78.2033,,
Facebook,111,15054,"REID, Harry",Other,Senate,NV,S,1120,754,-0.022,0.511,0.1143,0.2589,0.0402,0.0804,0.0018,0.0152,0.0393,0.0018,27.9429,0.0018,34.4134,,
Facebook,111,15072,"Towns, Edolphus",Democrat,House,NY,10,229,179,-0.1965,0.5983,0.4498,0.1092,0.0306,0.0,0.0,0.0873,0.0131,0.0044,0.9782,0.0131,0.5852,,
Facebook,111,15124,"Visclosky, Peter",Democrat,House,IN,1,132,120,-0.1847,0.5923,0.1667,0.2273,0.0909,0.0152,0.0,0.4924,0.0303,0.0606,3.9924,0.0,1.1212,,
Facebook,111,15408,"CARDIN, Benjamin Louis",Democrat,House,MD,S,16,12,0.0282,0.4859,0.0625,0.25,0.0625,0.0,0.0,0.3125,0.0625,0.0625,4.4375,0.0625,1.125,,
Facebook,111,15410,"DeFazio, Peter",Other,House,OR,4,191,150,0.0563,0.4719,0.377,0.3141,0.0681,0.0471,0.0,0.1099,0.0157,0.0262,16.1309,0.0471,8.1309,,
Facebook,111,15424,"INHOFE, James Mountain",Republican,Senate,OK,S,298,268,0.5126,0.7563,0.3188,0.6611,0.057,0.2181,0.0201,0.0302,0.0034,0.0403,8.9799,0.0034,5.1577,,
Facebook,111,15431,"Lewis, John",Other,House,GA,5,69,50,-0.0924,0.5462,0.1449,0.2464,0.0435,0.0435,0.0,0.0,0.0,0.029,18.6812,1.0725,3.9855,,
Facebook,111,15438,"Price, David",Other,House,NC,4,13,13,-0.0727,0.5364,0.3077,0.3077,0.0769,0.2308,0.0,0.0,0.0,0.0769,20.0769,0.0,5.3846,,
Facebook,111,15444,"Slaughter, Louise",Democrat,House,NY,28,62,43,0.0249,0.4876,0.129,0.4032,0.0161,0.0484,0.0,0.0968,0.0161,0.0161,3.8226,0.0,2.7258,,
Facebook,111,15446,"Upton, Fred",Republican,House,MI,6,147,107,0.2486,0.6243,0.2653,0.3673,0.034,0.0816,0.0068,0.0816,0.0,0.034,4.2313,0.0068,2.551,,
Facebook,111,15448,"Pelosi, Nancy",Democrat,House,CA,8,30,30,-0.0712,0.5356,0.0333,0.8,0.0333,0.1667,0.0333,0.0,0.0,0.0333,302.5333,1.0333,140.2,,
Facebook,111,15454,"Pallone, Frank",Democrat,House,NJ,6,415,415,-0.0176,0.5088,0.359,0.5663,0.0964,0.0458,0.0048,0.306,0.0217,0.0458,5.7301,0.0,9.8964,,
Facebook,111,15455,"Duncan, John",Other,House,TN,2,16,5,0.2134,0.6067,0.0625,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.3125,,
Facebook,111,15612,"Lowey, Nita",Democrat,House,NY,18,22,22,-0.3326,0.6663,0.0909,0.2727,0.0455,0.0,0.0,0.0909,0.0455,0.0455,9.6818,0.0,3.7727,,
Facebook,111,15613,"McDermott, Jim",Democrat,House,WA,7,97,88,0.0795,0.4603,0.3814,0.5979,0.1649,0.0928,0.0103,0.1237,0.0206,0.134,22.1443,0.0206,10.3196,,
Facebook,111,15616,"Neal, Richard",Other,House,MA,2,83,66,-0.1905,0.5952,0.3253,0.1205,0.0723,0.012,0.0,0.3133,0.0602,0.0482,7.1687,0.0,1.253,,
Facebook,111,15621,"Rohrabacher, Dana",Republican,House,CA,46,41,38,0.3715,0.6857,0.3415,0.4634,0.0732,0.2195,0.0,0.0732,0.0,0.0976,5.8537,0.0,4.6341,,
Facebook,111,15627,"Stearns, Cliff",Republican,House,FL,6,189,162,0.3183,0.6591,0.291,0.5132,0.037,0.0688,0.0,0.0265,0.0,0.037,3.746,0.0,2.8519,,
Facebook,111,20101,"Boozman, John",Republican,House,AR,3,576,549,0.1555,0.5778,0.4132,0.2917,0.0868,0.1007,0.0017,0.2656,0.0052,0.0781,24.4531,0.0052,7.151,,
Facebook,111,20103,"Honda, Michael",Democrat,House,CA,15,95,92,-0.1348,0.5674,0.4211,0.4526,0.1158,0.0421,0.0105,0.2947,0.0105,0.0947,11.0316,0.0105,6.2421,,
Facebook,111,20107,"Issa, Darrell",Republican,House,CA,49,758,663,0.4911,0.7455,0.2124,0.4697,0.0158,0.2797,0.0145,0.0224,0.0,0.0092,14.7757,0.0567,10.2599,,
Facebook,111,20110,"Miller, Jeff",Republican,House,FL,1,15,10,0.4114,0.7057,0.0,0.0,0.0,0.2667,0.0,0.0667,0.0,0.0,0.4667,0.0,0.0667,,
Facebook,111,20111,"Crenshaw, Ander",Republican,House,FL,4,21,20,0.1539,0.577,0.1905,0.4286,0.2857,0.0476,0.0,0.381,0.0,0.1429,0.2381,0.0,0.0952,,
Facebook,111,20117,"Pence, Mike",Other,House,IN,6,746,590,0.4379,0.719,0.4249,0.2842,0.0241,0.0992,0.0013,0.1354,0.0,0.0241,79.1823,0.2239,23.4383,,
Facebook,111,20124,"Graves, Sam",Republican,House,MO,6,183,161,0.3932,0.6966,0.1257,0.5847,0.0492,0.0984,0.0164,0.0656,0.0109,0.0328,5.8087,0.0,3.9781,,
Facebook,111,20129,"Israel, Steve",Democrat,House,NY,2,138,130,-0.0919,0.5459,0.3116,0.2319,0.087,0.0507,0.0,0.3043,0.0145,0.0435,6.0072,0.0,2.8406,,
Facebook,111,20136,"Langevin, James",Other,House,RI,2,279,215,-0.1306,0.5653,0.3226,0.1434,0.0932,0.0036,0.0,0.2473,0.0215,0.0358,3.9462,0.0072,1.6022,,
Facebook,111,20138,"Wilson, Joe",Other,House,SC,2,901,791,0.319,0.6595,0.3618,0.3807,0.0599,0.1232,0.0111,0.1521,0.0033,0.0488,41.7458,0.0022,22.1576,,
Facebook,111,20143,"Forbes, J.",Republican,House,VA,4,366,317,0.3139,0.6569,0.2978,0.3689,0.0656,0.0355,0.0027,0.2077,0.0,0.0656,8.8115,0.0027,6.8852,,
Facebook,111,20144,"Cantor, Eric",Republican,House,VA,7,121,115,0.5518,0.7759,0.1653,0.5372,0.0083,0.3306,0.0165,0.0083,0.0,0.0083,432.6033,0.1818,100.2727,,
Facebook,111,20145,"Larsen, Rick",Democrat,House,WA,2,218,190,0.0016,0.4992,0.2156,0.2615,0.0367,0.0505,0.0,0.1743,0.0092,0.0275,8.9908,0.0,2.445,,
Facebook,111,20146,"Capito, Shelley",Republican,House,WV,2,143,129,0.3103,0.6552,0.4476,0.4545,0.0699,0.0629,0.035,0.1189,0.0,0.0699,14.2378,0.0,3.8042,,
Facebook,111,20305,"Grijalva, Raul",Other,House,AZ,7,623,604,0.0889,0.4556,0.175,0.6597,0.1878,0.1156,0.0048,0.0867,0.0754,0.1172,16.6485,0.0032,16.4478,,
Facebook,111,20310,"Sanchez, Linda",Democrat,House,CA,39,14,12,-0.205,0.6025,0.4286,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,4.7143,0.0714,0.9286,,
Facebook,111,20316,"Diaz-Balart, Mario",Republican,House,FL,25,1,1,0.1902,0.5951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Facebook,111,20321,"Scott, David",Democrat,House,GA,13,222,202,-0.073,0.5365,0.2027,0.2793,0.0856,0.036,0.0135,0.2342,0.0315,0.045,0.4234,0.0135,2.2793,,
Facebook,111,20325,"King, Steve",Republican,House,IA,5,114,109,0.5711,0.7855,0.6316,0.5877,0.114,0.2193,0.0088,0.1491,0.0088,0.1053,14.2719,0.0,15.7719,,
Facebook,111,20330,"Van Hollen, Chris",Other,House,MD,8,135,125,0.0334,0.4833,0.6889,0.4148,0.0444,0.0296,0.0148,0.0296,0.0148,0.0074,2.6296,0.0,1.4,,
Facebook,111,20336,"Garrett, Scott",Republican,House,NJ,5,425,340,0.5273,0.7637,0.2847,0.5694,0.1153,0.2165,0.0165,0.0329,0.0,0.0965,4.8471,0.0,4.3506,,
Facebook,111,20338,"Bishop, Timothy",Democrat,House,NY,1,18,16,-0.1015,0.5508,0.0556,0.6111,0.0556,0.0,0.0,0.0,0.0,0.0556,0.7778,0.0,0.0556,,
Facebook,111,20341,"Miller, Brad",Other,House,NC,13,62,60,0.0043,0.4978,0.2258,0.6129,0.1774,0.0161,0.0,0.0968,0.0,0.1452,9.4516,0.0,4.5161,,
Facebook,111,20342,"Turner, Michael",Other,House,OH,3,383,143,0.244,0.622,0.2324,0.1749,0.0366,0.0183,0.0,0.0888,0.0026,0.0157,3.0783,0.0026,1.8355,,
Facebook,111,20343,"Ryan, Tim",Democrat,House,OH,17,61,55,0.0475,0.4763,0.377,0.3607,0.0656,0.0164,0.0164,0.0328,0.0328,0.0656,20.8689,0.0,18.3115,,
Facebook,111,20344,"Cole, Tom",Other,House,OK,4,5,4,0.2755,0.6377,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
Facebook,111,20351,"Blackburn, Marsha",Republican,House,TN,7,314,290,0.426,0.713,0.4204,0.4331,0.0541,0.1306,0.0032,0.1083,0.0,0.0446,16.3662,0.0191,8.586,,
Facebook,111,20353,"Neugebauer, Randy",Republican,House,TX,19,155,144,0.4096,0.7048,0.2452,0.3677,0.0258,0.0581,0.0,0.2065,0.0,0.0323,7.8903,0.0,4.9097,,
Facebook,111,20355,"Burgess, Michael",Republican,House,TX,26,92,91,0.4264,0.7132,0.3913,0.5,0.087,0.1957,0.0,0.2174,0.0109,0.087,8.7391,0.0109,4.3261,,
Facebook,111,20356,"Carter, John",Republican,House,TX,31,8,7,0.1964,0.5982,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,2.75,0.0,2.375,,
Facebook,111,20357,"Bishop, Rob",Other,House,UT,1,30,24,0.4015,0.7007,0.3333,0.4667,0.0,0.0,0.0,0.1333,0.0,0.0,1.4667,0.0,1.9,,
Facebook,111,20503,"Mack, Connie",Republican,House,FL,14,81,77,0.3924,0.6962,0.3086,0.4198,0.0,0.1605,0.0123,0.0988,0.0,0.0,24.8765,0.0,9.1481,,
Facebook,111,20504,"Wasserman Schultz, Debbie",Other,House,FL,20,603,551,0.0924,0.4538,0.5506,0.3831,0.0697,0.058,0.0,0.0697,0.005,0.058,19.9022,0.0133,9.5108,,
Facebook,111,20508,"Lipinski, Daniel",Democrat,House,IL,3,40,40,-0.155,0.5775,0.2,0.675,0.5,0.0,0.125,0.325,0.05,0.475,2.825,0.0,1.375,,
Facebook,111,20516,"Carnahan, Russ",Democrat,House,MO,3,33,30,-0.1532,0.5766,0.0909,0.1515,0.0909,0.0,0.0,0.3333,0.0,0.0606,5.8485,0.0,2.8788,,
Facebook,111,20517,"Cleaver, Emanuel",Democrat,House,MO,5,131,104,-0.0676,0.5338,0.084,0.3969,0.0916,0.0229,0.0153,0.0992,0.0305,0.0687,7.1908,0.0076,4.7252,,
Facebook,111,20518,"Fortenberry, Jeff",Republican,House,NE,1,382,337,0.2667,0.6333,0.2853,0.3089,0.0393,0.0157,0.0026,0.1466,0.0026,0.0393,3.8953,0.0026,0.5314,,
Facebook,111,20522,"McHenry, Patrick",Republican,House,NC,10,339,326,0.4168,0.7084,0.3776,0.4307,0.0413,0.1888,0.0236,0.2566,0.0,0.0295,6.056,0.0,5.8938,,
Facebook,111,20527,"Gohmert, Louie",Other,House,TX,1,270,230,0.5201,0.76,0.4296,0.3852,0.0333,0.1074,0.0222,0.0593,0.0,0.0333,23.2741,0.2074,14.4889,,
Facebook,111,20528,"Poe, Ted",Republican,House,TX,2,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,,
Facebook,111,20529,"Green, Al",Democrat,House,TX,9,28,28,0.0056,0.4972,0.4286,0.3214,0.3214,0.0,0.0,0.1071,0.0357,0.1071,1.0357,0.0,0.0714,,
Facebook,111,20530,"McCaul, Michael",Republican,House,TX,10,171,101,0.3625,0.6813,0.3333,0.2281,0.0175,0.0643,0.0058,0.0643,0.0,0.0117,2.6199,0.0,1.7018,,
Facebook,111,20533,"Cuellar, Henry",Democrat,House,TX,28,125,113,0.1264,0.4368,0.232,0.256,0.088,0.008,0.016,0.048,0.016,0.056,3.56,0.0,1.56,,
Facebook,111,20535,"McMorris Rodgers, Cathy",Republican,House,WA,5,377,330,0.4025,0.7013,0.3501,0.382,0.0663,0.1034,0.0027,0.1141,0.0,0.0584,13.3899,0.0133,13.2865,,
Facebook,111,20537,"Moore, Gwen",Democrat,House,WI,4,15,14,-0.3742,0.6871,0.2,0.5333,0.2667,0.0,0.0,0.2,0.1333,0.2667,8.1333,0.0,2.2,,
Facebook,111,20538,"Matsui, Doris",Other,House,CA,5,359,279,-0.298,0.649,0.2117,0.3064,0.156,0.0028,0.0056,0.1894,0.0641,0.1058,4.5794,0.0,0.663,,
Facebook,111,20542,"Sires, Albio",Democrat,House,NJ,13,18,17,-0.105,0.5525,0.3889,0.2222,0.0556,0.0,0.0,0.1667,0.0,0.0,1.7222,0.0,1.7778,,
Facebook,111,20701,"Giffords, Gabrielle",Democrat,House,AZ,8,393,335,-0.0711,0.5356,0.1272,0.3333,0.0738,0.1221,0.0076,0.0611,0.0153,0.0229,20.7405,0.0305,21.4377,,
Facebook,111,20702,"McNerney, Jerry",Other,House,CA,11,72,57,-0.1708,0.5854,0.3194,0.1806,0.1111,0.0278,0.0139,0.1806,0.0,0.0972,15.6667,0.0278,5.4861,,
Facebook,111,20703,"McCarthy, Kevin",Other,House,CA,22,907,793,0.179,0.5895,0.344,0.1577,0.0397,0.0221,0.0011,0.2646,0.0033,0.0342,7.742,0.0022,3.4024,,
Facebook,111,20704,"Lamborn, Doug",Republican,House,CO,5,71,68,0.4893,0.7446,0.4507,0.5915,0.1549,0.0986,0.0,0.2676,0.0,0.169,4.6901,0.0704,3.2958,,
Facebook,111,20705,"Perlmutter, Ed",Democrat,House,CO,7,198,155,-0.2427,0.6213,0.2929,0.2929,0.0859,0.0,0.0051,0.1364,0.0152,0.0758,5.8636,0.0,3.4798,,
Facebook,111,20706,"Courtney, Joe",Democrat,House,CT,2,199,196,-0.1277,0.5638,0.3518,0.3266,0.1709,0.0402,0.0101,0.2864,0.0503,0.1357,6.1357,0.0,5.6181,,
Facebook,111,20707,"Murphy, Christopher",Democrat,House,CT,5,139,131,0.0182,0.4909,0.3885,0.1942,0.0647,0.0647,0.0144,0.3237,0.0072,0.0432,14.3669,0.0,3.9568,,
Facebook,111,20708,"Castor, Kathy",Democrat,House,FL,11,49,47,-0.3759,0.6879,0.2449,0.3673,0.2653,0.0,0.0,0.2857,0.0612,0.2041,16.6531,0.0,5.102,,
Facebook,111,20709,"Buchanan, Vern",Republican,House,FL,13,625,485,0.3368,0.6684,0.3856,0.3744,0.0784,0.0336,0.0016,0.1728,0.0,0.0736,8.6544,0.024,12.1184,,
Facebook,111,20712,"Johnson, Henry",Democrat,House,GA,4,194,190,-0.0237,0.5119,0.299,0.3247,0.2113,0.0103,0.0,0.1804,0.0567,0.1546,7.3454,0.0052,10.0619,,
Facebook,111,20713,"Hirono, Mazie",Democrat,House,HI,2,59,42,-0.1182,0.5591,0.3051,0.0508,0.0,0.0,0.0,0.2881,0.0,0.0,2.5763,0.0,0.5424,,
Facebook,111,20715,"Roskam, Peter",Republican,House,IL,6,90,86,0.4259,0.7129,0.3444,0.4111,0.0556,0.2111,0.0333,0.1333,0.0,0.0444,16.1,0.0,4.4889,,
Facebook,111,20717,"Donnelly, Joe",Democrat,House,IN,2,4,4,-0.4117,0.7059,0.5,0.0,0.0,0.0,0.0,0.75,0.25,0.0,4.75,0.0,1.25,,
Facebook,111,20719,"Braley, Bruce",Democrat,House,IA,1,61,60,0.0618,0.4691,0.3443,0.2459,0.0984,0.0,0.0,0.2459,0.0164,0.0492,11.1148,0.0,3.7541,,
Facebook,111,20720,"Loebsack, David",Democrat,House,IA,2,79,68,-0.1068,0.5534,0.2911,0.2405,0.1392,0.0,0.038,0.3291,0.0506,0.0759,3.4304,0.0,1.1519,,
Facebook,111,20723,"Yarmuth, John",Democrat,House,KY,3,151,126,-0.1965,0.5982,0.2781,0.2119,0.1589,0.0,0.0,0.2119,0.0728,0.0464,15.5563,0.0066,3.3709,,
Facebook,111,20724,"Sarbanes, John",Other,House,MD,3,48,40,-0.1939,0.597,0.25,0.1875,0.125,0.0,0.0,0.3542,0.0625,0.0208,3.4375,0.0,1.5833,,
Facebook,111,20726,"Walz, Timothy",Democrat,House,MN,1,161,119,-0.1304,0.5652,0.2919,0.1304,0.0248,0.0,0.0,0.2174,0.0,0.0124,11.8075,0.0,3.0248,,
Facebook,111,20727,"Ellison, Keith",Democrat,House,MN,5,235,202,-0.1237,0.5619,0.3745,0.3447,0.0979,0.0128,0.0,0.0894,0.034,0.0426,17.3787,0.0,3.8128,,
Facebook,111,20728,"Bachmann, Michele",Republican,House,MN,6,758,677,0.3669,0.6835,0.2414,0.4842,0.0237,0.1544,0.0053,0.0923,0.0,0.0251,335.9288,0.0871,94.0251,,
Facebook,111,20729,"Smith, Adrian",Other,House,NE,3,356,312,0.2507,0.6254,0.1713,0.3343,0.0365,0.132,0.0197,0.1236,0.0,0.0337,19.7528,0.0,12.8034,,
Facebook,111,20730,"Heller, Dean",Republican,House,NV,2,282,260,0.4079,0.7039,0.156,0.656,0.0957,0.1312,0.0071,0.0603,0.0035,0.0603,6.1277,0.0035,3.1809,,
Facebook,111,20731,"Shea-Porter, Carol",Other,House,NH,1,101,95,-0.1736,0.5868,0.3069,0.2673,0.1287,0.0495,0.0099,0.3069,0.0099,0.1089,16.8218,0.0,4.5347,,
Facebook,111,20735,"GILLIBRAND, Kirsten",Democrat,Senate,NY,S,268,257,-0.1087,0.5543,0.3097,0.5448,0.1567,0.0896,0.0075,0.1194,0.0037,0.1642,97.7724,0.0037,39.6157,,
Facebook,111,20737,"Shuler, Heath",Democrat,House,NC,11,50,37,-0.1952,0.5976,0.24,0.12,0.06,0.04,0.02,0.26,0.0,0.04,14.08,0.0,11.3,,
Facebook,111,20738,"Jordan, Jim",Republican,House,OH,4,121,109,0.481,0.7405,0.3554,0.405,0.1157,0.1983,0.0,0.1653,0.0,0.0992,25.2231,0.0248,10.9421,,
Facebook,111,20740,"Sutton, Betty",Other,House,OH,13,31,29,0.1303,0.4349,0.129,0.1935,0.0,0.3548,0.0,0.2258,0.0,0.0,6.7097,0.0,0.6129,,
Facebook,111,20748,"Cohen, Steve",Democrat,House,TN,9,150,124,0.1233,0.4384,0.44,0.1733,0.1067,0.0067,0.0,0.1267,0.0133,0.0933,8.2133,0.0333,3.4,,
Facebook,111,20749,"Foster, Bill",Other,House,IL,14,235,196,-0.123,0.5615,0.2298,0.2213,0.1574,0.0128,0.017,0.2936,0.034,0.0936,7.183,0.0,8.2638,,
Facebook,111,20750,"Welch, Peter",Other,House,VT,1,420,259,-0.0698,0.5349,0.2667,0.2214,0.0857,0.0071,0.0071,0.0976,0.0286,0.031,3.0929,0.0,1.4714,,
Facebook,111,20753,"Broun, Paul",Republican,House,GA,10,34,28,0.2165,0.6083,0.1471,0.3529,0.0,0.2353,0.0,0.0588,0.0,0.0,8.5588,0.0294,1.8529,,
Facebook,111,20754,"Tsongas, Niki",Democrat,House,MA,5,233,214,-0.0664,0.5332,0.3348,0.2189,0.073,0.0258,0.0215,0.1974,0.0086,0.0644,12.5236,0.0043,2.7253,,
Facebook,111,20756,"Wittman, Robert",Republican,House,VA,1,663,317,0.1796,0.5898,0.2066,0.0769,0.0181,0.006,0.0045,0.1222,0.0015,0.0136,4.991,0.0,2.2413,,
Facebook,111,20757,"Carson, Andre",Democrat,House,IN,7,140,111,-0.2121,0.606,0.2143,0.1929,0.0429,0.0143,0.0,0.1714,0.0357,0.0,4.3643,0.0,0.9143,,
Facebook,111,20758,"Bilirakis, Gus",Republican,House,FL,9,109,103,0.1183,0.5592,0.2294,0.422,0.0917,0.156,0.0092,0.156,0.0,0.0642,8.8899,0.0,4.156,,
Facebook,111,20759,"Scalise, Steve",Republican,House,LA,1,31,13,0.5402,0.7701,0.2258,0.1613,0.0,0.0323,0.0,0.0323,0.0,0.0,3.0645,0.0323,1.7419,,
Facebook,111,20762,"Speier, Jackie",Democrat,House,CA,12,311,296,-0.0389,0.5195,0.3023,0.418,0.1093,0.0193,0.0032,0.2444,0.0064,0.0932,8.5531,0.0161,3.7524,,
Facebook,111,20763,"Edwards, Donna",Democrat,House,MD,4,59,37,0.0163,0.4919,0.5254,0.2542,0.1017,0.0169,0.0,0.1356,0.0169,0.1017,3.9153,0.0169,1.3559,,
Facebook,111,20903,"McClintock, Tom",Republican,House,CA,4,70,63,0.514,0.757,0.7714,0.3286,0.0143,0.0286,0.0,0.1286,0.0,0.0143,20.9571,0.0143,9.2571,,
Facebook,111,20904,"Polis, Jared",Democrat,House,CO,2,176,104,0.0968,0.4516,0.1818,0.3182,0.0511,0.0114,0.0,0.0341,0.0,0.017,7.3068,0.0114,4.2727,,
Facebook,111,20906,"Coffman, Mike",Republican,House,CO,6,1,1,-0.0116,0.4942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,
Facebook,111,20907,"Himes, James",Democrat,House,CT,4,499,411,-0.0354,0.5177,0.2826,0.1924,0.0481,0.016,0.006,0.2285,0.014,0.0261,6.3928,0.004,2.8577,,
Facebook,111,20908,"Grayson, Alan",Democrat,House,FL,8,117,75,0.1704,0.4148,0.0855,0.188,0.0256,0.0513,0.0,0.0,0.0,0.0427,171.0171,0.0256,90.6923,,
Facebook,111,20910,"Rooney, Thomas",Republican,House,FL,16,296,274,0.3291,0.6645,0.3514,0.5507,0.0912,0.1014,0.0236,0.1351,0.0203,0.0878,6.6216,0.0,3.4865,,
Facebook,111,20914,"Schock, Aaron",Republican,House,IL,18,115,53,0.4079,0.704,0.4522,0.2609,0.0783,0.0174,0.0,0.0348,0.0,0.0696,19.9826,0.0174,8.887,,
Facebook,111,20916,"Guthrie, Brett",Republican,House,KY,2,168,148,0.3621,0.6811,0.3512,0.3869,0.0655,0.1548,0.0,0.2321,0.0,0.0595,23.1845,0.0,7.7976,,
Facebook,111,20919,"Cassidy, Bill",Republican,House,LA,6,3,3,0.3695,0.6847,0.6667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
