Platform,Congress,MemberICPSR,MemberName,MemberParty,MemberChamber,MemberState,MemberDistrict,n_messages,n_scored,mean_partisan_score,mean_partisan_extremity,p_Advertising,p_PositionTaking,p_CreditClaiming,p_NegativePartisan,p_Bipartisan,p_ConstituentService,p_CreditConstituent,p_CreditPolicy,mean_likes,mean_shares,mean_replies,mean_quotes,n_newsletters
Newsletters,116,21933,"Horn, Kendra",Democrat,House,OK,5,370,370,-0.2787,0.6393,0.2486,0.2973,0.1432,0.0027,0.0459,0.5784,0.0216,0.1297,,,,,21.0
Newsletters,116,21934,"Houlahan, Chrissy",Democrat,House,PA,6,1850,1850,-0.1963,0.5981,0.2189,0.3492,0.1854,0.0092,0.0697,0.413,0.0157,0.1568,,,,,51.0
Newsletters,116,21935,"Johnson, Dusty",Republican,House,SD,1,1883,1883,0.3521,0.676,0.043,0.5204,0.1099,0.0212,0.0292,0.1206,0.0085,0.0903,,,,,93.0
Newsletters,116,21936,"Joyce, John",Republican,House,PA,13,3195,3195,0.5737,0.7868,0.3355,0.3809,0.1233,0.0351,0.0216,0.3077,0.0166,0.0948,,,,,119.0
Newsletters,116,21937,"Kim, Andrew",Democrat,House,NJ,3,724,724,-0.2444,0.6222,0.3743,0.4406,0.2666,0.0221,0.0787,0.5304,0.0331,0.2307,,,,,67.0
Newsletters,116,21938,"Lee, Susie",Democrat,House,NV,3,1423,1423,-0.1733,0.5866,0.2038,0.5179,0.201,0.0443,0.1033,0.3436,0.0204,0.1384,,,,,72.0
Newsletters,116,21939,"Levin, Mike",Democrat,House,CA,49,1166,1166,-0.1486,0.5743,0.253,0.476,0.3319,0.0652,0.1106,0.3611,0.0592,0.283,,,,,88.0
Newsletters,116,21940,"Levin, Andy",Democrat,House,MI,9,790,790,-0.2413,0.6207,0.0873,0.3924,0.2177,0.019,0.0494,0.3215,0.019,0.1899,,,,,53.0
Newsletters,116,21941,"Luria, Elaine",Democrat,House,VA,2,8708,8708,-0.0885,0.5443,0.0849,0.4085,0.2227,0.0061,0.0581,0.3837,0.035,0.1839,,,,,416.0
Newsletters,116,21942,"Malinowski, Tom",Democrat,House,NJ,7,1248,1248,-0.0993,0.5497,0.2332,0.258,0.0473,0.0216,0.0312,0.4423,0.0056,0.0353,,,,,108.0
Newsletters,116,21943,"McAdams, Ben",Democrat,House,UT,4,1392,1392,0.055,0.4725,0.1092,0.4519,0.2076,0.0072,0.0524,0.342,0.0165,0.1782,,,,,79.0
Newsletters,116,21944,"McBath, Lucy",Democrat,House,GA,6,948,948,0.0097,0.4951,0.23,0.2015,0.1213,0.0021,0.0359,0.3861,0.0222,0.096,,,,,70.0
Newsletters,116,21945,"Meuser, Dan",Republican,House,PA,9,526,526,0.4305,0.7153,0.1274,0.5532,0.1445,0.0932,0.0323,0.3099,0.019,0.1198,,,,,22.0
Newsletters,116,21946,"Miller, Carol",Republican,House,WV,3,3729,3729,0.2154,0.6077,0.074,0.2304,0.1118,0.0365,0.0062,0.3575,0.0839,0.0453,,,,,111.0
Newsletters,116,21947,"Mucarsel-Powell, Debbie",Democrat,House,FL,26,3084,3084,-0.2267,0.6134,0.1342,0.4332,0.1764,0.0558,0.0198,0.3161,0.0409,0.1449,,,,,113.0
Newsletters,116,21948,"Neguse, Joe",Democrat,House,CO,2,1465,1465,-0.0643,0.5321,0.2137,0.4328,0.2962,0.0027,0.0451,0.5147,0.0696,0.2416,,,,,64.0
Newsletters,116,21949,"Ocasio-Cortez, Alexandria",Democrat,House,NY,14,1684,1684,-0.2883,0.6442,0.0624,0.2423,0.0695,0.0202,0.0036,0.3474,0.0071,0.06,,,,,30.0
Newsletters,116,21950,"Omar, Ilhan",Democrat,House,MN,5,913,913,-0.3086,0.6543,0.2202,0.5411,0.2486,0.069,0.0011,0.2322,0.0099,0.2234,,,,,42.0
Newsletters,116,21951,"Pappas, Chris",Democrat,House,NH,1,1346,1346,-0.1307,0.5653,0.3358,0.5892,0.3566,0.029,0.0914,0.4591,0.0661,0.3113,,,,,56.0
Newsletters,116,21952,"Pence, Greg",Republican,House,IN,6,338,338,0.5413,0.7706,0.2515,0.4556,0.1302,0.068,0.0207,0.3698,0.0178,0.1036,,,,,28.0
Newsletters,116,21953,"Phillips, Dean",Democrat,House,MN,3,1592,1592,-0.1355,0.5677,0.2751,0.4504,0.1784,0.0251,0.0791,0.294,0.0113,0.1514,,,,,92.0
Newsletters,116,21954,"Porter, Katie",Democrat,House,CA,45,403,403,-0.1644,0.5822,0.2159,0.5558,0.3499,0.0273,0.0397,0.3995,0.0124,0.3151,,,,,26.0
Newsletters,116,21955,"Pressley, Ayanna",Democrat,House,MA,7,415,415,-0.3965,0.6982,0.2627,0.4843,0.2795,0.0265,0.0048,0.4072,0.012,0.2458,,,,,22.0
Newsletters,116,21956,"Reschenthaler, Guy",Republican,House,PA,14,1644,1644,0.5549,0.7775,0.1764,0.6509,0.1837,0.2354,0.0998,0.1436,0.0152,0.1539,,,,,53.0
Newsletters,116,21957,"Riggleman, Denver",Republican,House,VA,5,1829,1829,0.5243,0.7621,0.1493,0.4538,0.2023,0.041,0.053,0.3324,0.023,0.1695,,,,,93.0
Newsletters,116,21958,"Rose, Max",Democrat,House,NY,11,731,731,-0.3091,0.6545,0.104,0.4761,0.2476,0.0219,0.0629,0.3338,0.0438,0.2052,,,,,40.0
Newsletters,116,21959,"Rose, John",Republican,House,TN,6,204,204,0.6164,0.8082,0.2304,0.1471,0.0392,0.0294,0.0,0.2941,0.0,0.0392,,,,,12.0
Newsletters,116,21960,"Rouda, Harley",Democrat,House,CA,48,298,298,-0.124,0.562,0.0839,0.406,0.2181,0.0,0.057,0.3658,0.0369,0.1745,,,,,25.0
Newsletters,116,21961,"Roy, Chip",Republican,House,TX,21,403,403,0.2116,0.6058,0.0744,0.5261,0.1538,0.0422,0.0347,0.2134,0.005,0.1414,,,,,11.0
Newsletters,116,21962,"Schrier, Kim",Democrat,House,WA,8,162,162,-0.0567,0.5284,0.1914,0.3395,0.2037,0.0,0.0432,0.3519,0.0,0.1543,,,,,10.0
Newsletters,116,21963,"Shalala, Donna",Democrat,House,FL,27,1312,1312,-0.292,0.646,0.0534,0.3872,0.0983,0.0145,0.0168,0.2889,0.0099,0.0846,,,,,48.0
Newsletters,116,21964,"Sherrill, Mikie",Democrat,House,NJ,11,1344,1344,-0.046,0.523,0.247,0.4129,0.2887,0.0156,0.1012,0.474,0.0618,0.2351,,,,,54.0
Newsletters,116,21965,"Slotkin, Elissa",Democrat,House,MI,8,342,342,-0.0502,0.5251,0.269,0.4269,0.1754,0.0117,0.0643,0.3421,0.0029,0.1462,,,,,22.0
Newsletters,116,21966,"Spanberger, Abigail",Democrat,House,VA,7,4076,4076,0.0926,0.4537,0.1909,0.4024,0.2851,0.0218,0.1048,0.4711,0.0277,0.2368,,,,,143.0
Newsletters,116,21967,"Spano, Ross",Republican,House,FL,15,2187,2187,0.5233,0.7616,0.1495,0.4412,0.177,0.064,0.0261,0.2542,0.0155,0.1335,,,,,107.0
Newsletters,116,21968,"Stanton, Greg",Democrat,House,AZ,9,40,40,-0.4487,0.7244,0.275,0.275,0.025,0.0,0.025,0.35,0.0,0.05,,,,,5.0
Newsletters,116,21969,"Stauber, Pete",Republican,House,MN,8,3015,3015,0.5992,0.7996,0.2378,0.46,0.1638,0.0488,0.0541,0.3665,0.0216,0.1353,,,,,74.0
Newsletters,116,21970,"Steil, Bryan",Republican,House,WI,1,1427,1427,0.376,0.688,0.1598,0.4555,0.1619,0.0189,0.0168,0.2929,0.0147,0.1381,,,,,80.0
Newsletters,116,21971,"Steube, Greg",Republican,House,FL,17,1512,1512,0.5337,0.7669,0.209,0.5119,0.1931,0.1687,0.0192,0.2626,0.0112,0.1693,,,,,59.0
Newsletters,116,21972,"Stevens, Haley",Democrat,House,MI,11,1402,1402,-0.0095,0.5048,0.2111,0.3766,0.2275,0.0086,0.0792,0.4151,0.0285,0.1869,,,,,93.0
Newsletters,116,21973,"Taylor, Van",Republican,House,TX,3,547,547,0.3472,0.6736,0.1463,0.1097,0.0494,0.0,0.0293,0.4296,0.0146,0.0384,,,,,32.0
Newsletters,116,21974,"Timmons, William",Republican,House,SC,4,433,433,0.4209,0.7105,0.0254,0.2933,0.037,0.0231,0.03,0.3025,0.0,0.0323,,,,,15.0
Newsletters,116,21975,"Tlaib, Rashida",Democrat,House,MI,13,909,909,-0.2597,0.6298,0.1771,0.4532,0.143,0.011,0.0121,0.3476,0.0187,0.1089,,,,,29.0
Newsletters,116,21976,"Torres Small, Xochitl",Democrat,House,NM,2,850,850,-0.1099,0.5549,0.2165,0.3776,0.3059,0.0047,0.1388,0.4494,0.0682,0.2341,,,,,39.0
Newsletters,116,21977,"Trahan, Lori",Democrat,House,MA,3,1714,1714,-0.2737,0.6369,0.2264,0.3565,0.1511,0.0198,0.0187,0.3063,0.021,0.1301,,,,,127.0
Newsletters,116,21978,"Trone, David",Democrat,House,MD,6,1902,1902,-0.0958,0.5479,0.1588,0.3002,0.1267,0.0205,0.041,0.3265,0.0137,0.1073,,,,,81.0
Newsletters,116,21979,"Underwood, Lauren",Democrat,House,IL,14,927,927,-0.3495,0.6748,0.164,0.4056,0.206,0.0076,0.0345,0.3463,0.0237,0.1758,,,,,75.0
Newsletters,116,21980,"Van Drew, Jeff",Other,House,NJ,2,393,393,0.1533,0.5767,0.0611,0.5344,0.1756,0.0611,0.0153,0.2188,0.0331,0.0992,,,,,51.0
Newsletters,116,21981,"Waltz, Michael",Republican,House,FL,6,2122,2122,0.318,0.659,0.115,0.3238,0.1301,0.0353,0.0212,0.3398,0.0123,0.1074,,,,,117.0
Newsletters,116,21982,"Watkins, Steve",Republican,House,KS,2,3017,3017,0.5899,0.795,0.1777,0.532,0.354,0.0265,0.0497,0.1932,0.0126,0.3431,,,,,64.0
Newsletters,116,21983,"Wexton, Jennifer",Democrat,House,VA,10,1588,1588,-0.2912,0.6456,0.2248,0.3375,0.204,0.0076,0.0623,0.4836,0.0264,0.1757,,,,,63.0
Newsletters,116,21984,"Wright, Ronald",Republican,House,TX,6,1158,1158,0.4314,0.7157,0.0173,0.2288,0.057,0.0069,0.0086,0.2366,0.0035,0.044,,,,,33.0
Newsletters,116,21985,"Keller, Fred",Republican,House,PA,12,1320,1320,0.4982,0.7491,0.2106,0.447,0.1636,0.0886,0.0235,0.3235,0.0409,0.1174,,,,,46.0
Newsletters,116,21986,"Bishop, Dan",Republican,House,NC,9,591,591,0.4394,0.7197,0.0626,0.4924,0.1692,0.0761,0.0034,0.1946,0.0305,0.1455,,,,,13.0
Newsletters,116,21987,"Murphy, Gregory",Republican,House,NC,3,1824,1824,0.5178,0.7589,0.1584,0.4402,0.0872,0.057,0.0154,0.1634,0.023,0.0691,,,,,26.0
Newsletters,116,21988,"Garcia, Mike",Other,House,CA,25,307,307,0.3813,0.6906,0.1596,0.3616,0.1075,0.0423,0.0651,0.316,0.0163,0.0749,,,,,5.0
Newsletters,116,21990,"Jacobs, Christopher",Republican,House,NY,27,29,29,0.6414,0.8207,0.1724,0.6207,0.5172,0.0,0.0,0.3793,0.1379,0.4483,,,,,1.0
Newsletters,116,29109,"DeLauro, Rosa",Democrat,House,CT,3,884,884,-0.1504,0.5752,0.1233,0.336,0.1448,0.0136,0.009,0.2749,0.0339,0.1222,,,,,32.0
Newsletters,116,29127,"Peterson, Collin",Democrat,House,MN,7,7094,7094,0.5913,0.2043,0.1738,0.3906,0.168,0.0176,0.0364,0.2746,0.0282,0.1424,,,,,75.0
Newsletters,116,29134,"Serrano, Jose",Democrat,House,NY,15,850,850,-0.1294,0.5647,0.2035,0.5553,0.2153,0.1141,0.0235,0.2106,0.0271,0.1388,,,,,31.0
Newsletters,116,29142,"REED, John F. (Jack)",Democrat,Senate,RI,S,171,171,-0.2225,0.6112,0.0234,0.7368,0.4327,0.2456,0.0117,0.1228,0.076,0.3567,,,,,14.0
Newsletters,116,29147,"SANDERS, Bernard",Other,Senate,VT,S,1325,1325,-0.1552,0.5776,0.0408,0.3434,0.0928,0.0219,0.003,0.4725,0.0264,0.0657,,,,,34.0
Newsletters,116,29312,"Eshoo, Anna",Democrat,House,CA,18,4890,4890,-0.0106,0.5053,0.1354,0.6474,0.2474,0.074,0.0513,0.2235,0.0143,0.2233,,,,,115.0
Newsletters,116,29317,"Roybal-Allard, Lucille",Democrat,House,CA,34,1176,1176,-0.3961,0.698,0.1947,0.426,0.2568,0.0986,0.0145,0.2917,0.0119,0.2372,,,,,24.0
Newsletters,116,29323,"Calvert, Ken",Republican,House,CA,44,516,516,0.243,0.6215,0.0484,0.4826,0.1143,0.0969,0.0465,0.1957,0.0388,0.0756,,,,,38.0
Newsletters,116,29337,"Hastings, Alcee",Democrat,House,FL,20,503,503,0.0832,0.4584,0.1352,0.3678,0.1551,0.0577,0.0477,0.2744,0.0199,0.1272,,,,,18.0
Newsletters,116,29339,"Bishop, Sanford",Democrat,House,GA,2,167,167,0.2598,0.3701,0.1377,0.2096,0.1976,0.0,0.0539,0.3413,0.0539,0.1377,,,,,6.0
Newsletters,116,29345,"CRAPO, Michael Dean",Republican,Senate,ID,S,350,350,0.5278,0.7639,0.1286,0.5029,0.2114,0.0029,0.0514,0.2571,0.0286,0.18,,,,,10.0
Newsletters,116,29346,"Rush, Bobby",Democrat,House,IL,1,127,127,-0.0466,0.5233,0.1417,0.1654,0.0394,0.0,0.0,0.3937,0.0,0.0394,,,,,7.0
Newsletters,116,29373,"MENENDEZ, Robert",Democrat,Senate,NJ,S,1534,1534,-0.4497,0.7249,0.1154,0.4902,0.1786,0.1532,0.0313,0.1538,0.0241,0.1519,,,,,100.0
Newsletters,116,29377,"Nadler, Jerrold",Democrat,House,NY,8,1261,1261,-0.2461,0.6231,0.1063,0.6693,0.2561,0.0769,0.0309,0.2371,0.042,0.2189,,,,,52.0
Newsletters,116,29378,"Velazquez, Nydia",Democrat,House,NY,12,145,145,-0.2733,0.6367,0.069,0.6,0.3931,0.0207,0.0138,0.2138,0.0483,0.2621,,,,,5.0
Newsletters,116,29379,"Maloney, Carolyn",Democrat,House,NY,14,5540,5540,-0.2782,0.6391,0.0585,0.3406,0.1255,0.0588,0.0195,0.2733,0.015,0.1069,,,,,119.0
Newsletters,116,29386,"PORTMAN, Robert Jones (Rob)",Republican,Senate,OH,S,5351,5351,0.5063,0.7531,0.1325,0.7511,0.3059,0.0265,0.2041,0.2228,0.119,0.1957,,,,,26.0
Newsletters,116,29389,"BROWN, Sherrod",Democrat,Senate,OH,S,408,408,0.0121,0.494,0.1691,0.6838,0.2647,0.0637,0.0539,0.3333,0.0662,0.1961,,,,,14.0
Newsletters,116,29393,"Lucas, Frank",Republican,House,OK,3,659,659,0.6472,0.8236,0.1608,0.3505,0.0167,0.0759,0.0046,0.2079,0.0076,0.0137,,,,,20.0
Newsletters,116,29504,"Lofgren, Zoe",Democrat,House,CA,16,32,32,-0.6636,0.8318,0.1562,0.5625,0.1562,0.3125,0.0,0.5,0.0,0.125,,,,,3.0
Newsletters,116,29534,"WICKER, Roger F.",Republican,House,MS,S,3005,3005,0.4552,0.7276,0.0479,0.6656,0.1531,0.0323,0.0276,0.0772,0.02,0.1228,,,,,101.0
Newsletters,116,29548,"BURR, Richard M.",Republican,House,NC,S,342,342,0.6455,0.8228,0.0497,0.5497,0.1784,0.076,0.0877,0.114,0.0439,0.1462,,,,,29.0
Newsletters,116,29561,"Doyle, Michael",Democrat,House,PA,14,1353,1353,-0.0602,0.5301,0.0429,0.6874,0.2572,0.065,0.0259,0.1722,0.0177,0.2225,,,,,33.0
Newsletters,116,29566,"GRAHAM, Lindsey O.",Republican,Senate,SC,S,80,80,0.1414,0.5707,0.0,0.5625,0.0875,0.0,0.025,0.1625,0.0,0.0625,,,,,2.0
Newsletters,116,29571,"Doggett, Lloyd",Democrat,House,TX,25,658,658,-0.0496,0.5248,0.0578,0.7006,0.0881,0.3875,0.0076,0.0365,0.0,0.0669,,,,,19.0
Newsletters,116,29572,"Thornberry, Mac",Republican,House,TX,13,757,757,0.5908,0.7954,0.0753,0.3778,0.0383,0.0264,0.0238,0.0938,0.0119,0.0225,,,,,29.0
Newsletters,116,29573,"Jackson Lee, Sheila",Democrat,House,TX,18,45,45,-0.1182,0.5591,0.0444,0.6667,0.2222,0.0,0.0,0.2,0.0,0.1778,,,,,3.0
Newsletters,116,29587,"Cummings, Elijah",Democrat,House,MD,7,417,417,0.2466,0.3767,0.2374,0.3429,0.2062,0.0072,0.024,0.3381,0.0528,0.1655,,,,,9.0
Newsletters,116,29588,"Blumenauer, Earl",Democrat,House,OR,3,2041,2041,-0.2251,0.6126,0.1264,0.6472,0.1926,0.1401,0.0147,0.122,0.0059,0.1597,,,,,137.0
Newsletters,116,29701,"Aderholt, Robert",Republican,House,AL,4,1087,1087,0.4452,0.7226,0.046,0.4591,0.103,0.0938,0.012,0.1527,0.0396,0.069,,,,,32.0
Newsletters,116,29707,"Sherman, Brad",Democrat,House,CA,27,719,719,0.2301,0.3849,0.3143,0.1391,0.0223,0.0334,0.0056,0.2629,0.0056,0.0153,,,,,73.0
Newsletters,116,29710,"DeGette, Diana",Democrat,House,CO,1,1793,1793,-0.1434,0.5717,0.1049,0.6207,0.2582,0.155,0.0229,0.2019,0.0117,0.2197,,,,,88.0
Newsletters,116,29718,"Shimkus, John",Republican,House,IL,15,695,695,0.378,0.689,0.0216,0.5338,0.0504,0.0763,0.0158,0.0878,0.0,0.0273,,,,,35.0
Newsletters,116,29722,"MORAN, Jerry",Republican,House,KS,1,9575,9575,0.6734,0.8367,0.2348,0.3724,0.2112,0.0073,0.025,0.3341,0.044,0.1715,,,,,116.0
Newsletters,116,29729,"McGovern, James",Democrat,House,MA,3,647,647,-0.2791,0.6395,0.0526,0.4482,0.1329,0.0866,0.0263,0.1932,0.0247,0.1144,,,,,34.0
Newsletters,116,29735,"BLUNT, Roy",Republican,House,MO,7,550,550,0.466,0.733,0.1327,0.4727,0.1327,0.0345,0.0182,0.1636,0.02,0.1036,,,,,22.0
Newsletters,116,29741,"Pascrell, Bill",Democrat,House,NJ,8,3801,3801,-0.3346,0.6673,0.0708,0.4196,0.2202,0.1008,0.01,0.3836,0.0845,0.1679,,,,,83.0
Newsletters,116,29754,"THUNE, John",Republican,Senate,SD,S,410,410,0.6635,0.8317,0.0951,0.4976,0.1829,0.0488,0.0463,0.1561,0.0146,0.1366,,,,,32.0
Newsletters,116,29760,"Brady, Kevin",Republican,House,TX,8,2018,2018,0.4272,0.7136,0.059,0.4014,0.0451,0.0704,0.0099,0.224,0.0045,0.0411,,,,,102.0
Newsletters,116,29762,"Granger, Kay",Republican,House,TX,12,1889,1889,0.4578,0.7289,0.0392,0.4362,0.0884,0.0434,0.0196,0.2398,0.0206,0.0561,,,,,98.0
Newsletters,116,29768,"Smith, Adam",Democrat,House,WA,9,873,873,-0.1666,0.5833,0.1226,0.4868,0.197,0.0928,0.0092,0.3024,0.0367,0.1569,,,,,30.0
Newsletters,116,29769,"Kind, Ron",Other,House,WI,3,37,37,-0.1422,0.5711,0.0541,0.4324,0.2973,0.0,0.1081,0.6757,0.0,0.2162,,,,,2.0
Newsletters,116,29776,"Meeks, Gregory",Democrat,House,NY,6,59,59,-0.2116,0.6058,0.1356,0.7627,0.1695,0.0,0.0339,0.0339,0.0,0.1695,,,,,2.0
Newsletters,116,29778,"Lee, Barbara",Democrat,House,CA,9,918,918,-0.4569,0.7285,0.0577,0.5556,0.1678,0.1514,0.0142,0.2603,0.0163,0.1471,,,,,59.0
Newsletters,116,29901,"Thompson, Mike",Democrat,House,CA,1,258,258,-0.4494,0.7247,0.4884,0.1705,0.1318,0.0233,0.031,0.6977,0.0233,0.1279,,,,,34.0
Newsletters,116,29903,"Napolitano, Grace",Democrat,House,CA,38,226,226,-0.1618,0.5809,0.0973,0.2611,0.1018,0.0088,0.0442,0.2566,0.0575,0.0796,,,,,18.0
Newsletters,116,29908,"Larson, John",Democrat,House,CT,1,1439,1439,-0.1124,0.5562,0.1397,0.5177,0.2099,0.073,0.0222,0.2926,0.0236,0.1765,,,,,88.0
Newsletters,116,29909,"ISAKSON, Johnny",Republican,House,GA,S,1013,1013,0.6653,0.8326,0.1461,0.538,0.3159,0.0188,0.0977,0.2024,0.0474,0.2685,,,,,37.0
Newsletters,116,29910,"Simpson, Michael",Republican,House,ID,2,1476,1476,0.4809,0.7405,0.0549,0.5352,0.107,0.0325,0.0542,0.1958,0.0251,0.0698,,,,,30.0
Newsletters,116,29911,"Schakowsky, Janice",Democrat,House,IL,9,2148,2148,-0.0328,0.5164,0.0945,0.304,0.0717,0.1173,0.0149,0.2654,0.0098,0.0475,,,,,90.0
Newsletters,116,29924,"UDALL, Thomas (Tom)",Democrat,Senate,NM,S,165,165,-0.4787,0.7393,0.0242,0.7212,0.2545,0.0242,0.0,0.1697,0.0364,0.1939,,,,,10.0
Newsletters,116,29932,"Walden, Greg",Republican,House,OR,2,4985,4985,0.5344,0.7672,0.1256,0.3075,0.1434,0.007,0.0207,0.3631,0.0843,0.0784,,,,,77.0
Newsletters,116,29935,"TOOMEY, Patrick Joseph",Republican,House,PA,S,1596,1596,0.4041,0.702,0.1228,0.5871,0.1911,0.0439,0.1228,0.1617,0.0069,0.1723,,,,,56.0
Newsletters,116,29940,"BALDWIN, Tammy",Democrat,House,WI,2,2792,2792,-0.0061,0.5031,0.0244,0.8589,0.2991,0.0759,0.1744,0.1576,0.033,0.2106,,,,,172.0
Newsletters,116,31101,"Delbene, Suzan",Democrat,House,WA,1,931,931,0.0308,0.4846,0.1482,0.435,0.145,0.0311,0.0215,0.2986,0.0129,0.1203,,,,,68.0
Newsletters,116,31102,"Massie, Thomas",Republican,House,KY,4,984,984,0.5566,0.7783,0.1921,0.4533,0.1606,0.0549,0.0264,0.1667,0.0173,0.1291,,,,,19.0
Newsletters,116,31103,"Payne, Donald",Democrat,House,NJ,10,769,769,-0.0861,0.5431,0.0481,0.5709,0.2432,0.0468,0.0208,0.1691,0.0507,0.1847,,,,,9.0
Newsletters,116,39301,"Clyburn, James",Democrat,House,SC,6,81,81,-0.1987,0.5993,0.1235,0.1605,0.0617,0.0123,0.0,0.0617,0.0123,0.0247,,,,,10.0
Newsletters,116,39307,"Scott, Bobby",Democrat,House,VA,3,1015,1015,-0.1064,0.5532,0.066,0.3192,0.0749,0.0296,0.0138,0.3369,0.0138,0.0532,,,,,41.0
Newsletters,116,40300,"MURKOWSKI, Lisa",Republican,Senate,AK,S,40,40,0.4101,0.705,0.15,0.375,0.1,0.0,0.0,0.475,0.05,0.025,,,,,1.0
Newsletters,116,40304,"ALEXANDER, Lamar",Republican,Senate,TN,S,2704,2704,0.4198,0.7099,0.0928,0.5932,0.2215,0.0643,0.0603,0.1934,0.0692,0.1624,,,,,56.0
Newsletters,116,40305,"CORNYN, John",Republican,Senate,TX,S,160,160,0.276,0.638,0.1688,0.3062,0.2438,0.0625,0.025,0.45,0.15,0.1062,,,,,13.0
Newsletters,116,40702,"TESTER, Jon",Democrat,Senate,MT,S,565,565,-0.1286,0.5643,0.115,0.6212,0.2619,0.0584,0.0779,0.4195,0.0566,0.2124,,,,,51.0
Newsletters,116,40902,"RISCH, James",Republican,Senate,ID,S,334,334,0.5238,0.7619,0.1796,0.4461,0.3144,0.015,0.0629,0.3503,0.018,0.2485,,,,,12.0
Newsletters,116,40906,"SHAHEEN, Jeanne",Democrat,Senate,NH,S,2183,2183,-0.1703,0.5851,0.0554,0.5854,0.2991,0.0889,0.1104,0.2904,0.0481,0.2464,,,,,72.0
Newsletters,116,40908,"MERKLEY, Jeff",Democrat,Senate,OR,S,1393,1393,-0.2558,0.6279,0.0553,0.5887,0.3015,0.0352,0.0352,0.3597,0.0704,0.2297,,,,,77.0
Newsletters,116,40909,"WARNER, Mark",Democrat,Senate,VA,S,633,633,0.1523,0.4238,0.0821,0.5592,0.2085,0.0521,0.0553,0.2085,0.0411,0.1706,,,,,27.0
Newsletters,116,40910,"BENNET, Michael F.",Democrat,Senate,CO,S,1274,1274,-0.2332,0.6166,0.1648,0.5118,0.2425,0.0801,0.0597,0.3462,0.0314,0.2064,,,,,56.0
Newsletters,116,40915,"MANCHIN, Joe, III",Democrat,House,WV,S,21095,21095,-0.1861,0.593,0.0633,0.1914,0.1051,0.008,0.0235,0.5032,0.0497,0.0659,,,,,203.0
Newsletters,116,40916,"COONS, Christopher A.",Democrat,Senate,DE,S,253,253,-0.1119,0.5559,0.17,0.5375,0.2925,0.0277,0.0949,0.4032,0.0751,0.2451,,,,,15.0
Newsletters,116,41102,"RUBIO, Marco",Republican,Senate,FL,S,3184,3184,0.7191,0.8596,0.3734,0.778,0.5198,0.0697,0.1197,0.1583,0.0408,0.4381,,,,,103.0
Newsletters,116,41104,"PAUL, Rand",Republican,Senate,KY,S,1495,1495,0.4528,0.7264,0.3278,0.4803,0.2375,0.0247,0.0254,0.3304,0.0107,0.2067,,,,,38.0
Newsletters,116,41110,"LEE, Mike",Republican,Senate,UT,S,398,398,0.3742,0.6871,0.1131,0.7312,0.1156,0.0754,0.0628,0.0905,0.0101,0.1005,,,,,19.0
Newsletters,116,41111,"JOHNSON, Ron",Republican,Senate,WI,S,746,746,0.4219,0.7109,0.2051,0.5416,0.1153,0.1233,0.0295,0.0925,0.004,0.1019,,,,,34.0
Newsletters,116,41112,"SCHATZ, Brian Emanuel",Democrat,Senate,HI,S,1725,1725,0.1652,0.4174,0.0586,0.3826,0.1681,0.0145,0.0296,0.3061,0.0858,0.1003,,,,,50.0
Newsletters,116,41300,"KING, Angus Stanley, Jr.",Other,Senate,ME,S,1796,1796,0.1454,0.4273,0.2077,0.5546,0.2706,0.0624,0.0863,0.3196,0.0596,0.1915,,,,,27.0
Newsletters,116,41302,"FISCHER, Debra (Deb)",Republican,Senate,NE,S,34,34,0.6073,0.8037,0.1176,0.7353,0.0882,0.0,0.0,0.2941,0.1176,0.0,,,,,3.0
Newsletters,116,41304,"CRUZ, Rafael Edward (Ted)",Republican,Senate,TX,S,765,765,0.5049,0.7524,0.3137,0.7438,0.3294,0.1307,0.0667,0.0484,0.0026,0.2915,,,,,24.0
Newsletters,116,41305,"KAINE, Timothy Michael (Tim)",Democrat,Senate,VA,S,482,482,-0.2966,0.6483,0.0353,0.8257,0.2884,0.1598,0.0913,0.1037,0.0187,0.2614,,,,,50.0
Newsletters,116,41500,"SULLIVAN, Daniel Scott",Republican,Senate,AK,S,1475,1475,0.4644,0.7322,0.1186,0.4454,0.1261,0.0122,0.0115,0.3139,0.0251,0.0875,,,,,31.0
Newsletters,116,41501,"PERDUE, David Alfred, Jr.",Republican,Senate,GA,S,1801,1801,0.3391,0.6695,0.1094,0.5908,0.0833,0.055,0.0305,0.1099,0.0244,0.0533,,,,,148.0
Newsletters,116,41502,"ERNST, Joni",Republican,Senate,IA,S,2971,2971,0.4442,0.7221,0.2504,0.5688,0.3241,0.0357,0.0919,0.3043,0.0417,0.2733,,,,,134.0
Newsletters,116,41504,"TILLIS, Thomas Roland (Thom)",Republican,Senate,NC,S,1020,1020,0.4523,0.7261,0.1353,0.5127,0.3971,0.0333,0.15,0.3892,0.1167,0.349,,,,,63.0
Newsletters,116,41505,"ROUNDS, Marion Michael (Mike)",Republican,Senate,SD,S,362,362,0.5025,0.7512,0.2845,0.3177,0.0912,0.0,0.0166,0.4641,0.0055,0.0773,,,,,41.0
Newsletters,116,41700,"CORTEZ MASTO, Catherine Marie",Democrat,Senate,NV,S,747,747,-0.0945,0.5472,0.2048,0.336,0.2972,0.0321,0.0482,0.6479,0.0763,0.2169,,,,,46.0
